"Time stamp","System power generated | (kW)","AC inverter output power | (W)","DC inverter input power | (W)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Weather file ambient temperature | (C)","Weather file beam irradiance | (W/m2)","Weather file diffuse irradiance | (W/m2)","Weather file global horizontal irradiance | (W/m2)"
"Oct 17, 05:00 pm",686.156,686156,713557,42.5037,873.238,25.9,869.7,43.4,385.6
"Oct 17, 06:00 pm",268.689,268689,280292,31.2005,330.206,23.6,628.5,30.6,136.9
"Oct 17, 07:00 pm",0,0,0,20.5,0,20.5,0,0,0
"Oct 17, 08:00 pm",0,0,0,17.8,0,17.8,0,0,0
"Oct 17, 09:00 pm",0,0,0,15.8,0,15.8,0,0,0
"Oct 17, 10:00 pm",0,0,0,14.5,0,14.5,0,0,0
"Oct 17, 11:00 pm",0,0,0,14.1,0,14.1,0,0,0
"Oct 18, 12:00 am",0,0,0,12.9,0,12.9,0,0,0
"Oct 18, 01:00 am",0,0,0,12.9,0,12.9,0,0,0
"Oct 18, 02:00 am",0,0,0,12.9,0,12.9,0,0,0
"Oct 18, 03:00 am",0,0,0,12.7,0,12.7,0,0,0
"Oct 18, 04:00 am",0,0,0,12.4,0,12.4,0,0,0
"Oct 18, 05:00 am",0,0,0,12.2,0,12.2,0,0,0
"Oct 18, 06:00 am",0,0,0,11.2,0,11.2,0,0,0
"Oct 18, 07:00 am",357.986,357986,372362,24.0991,423.934,14.7,693.5,32.9,176.9
"Oct 18, 08:00 am",707.206,707206,735597,42.8455,903.965,18.3,891.4,43.3,426.1
"Oct 18, 09:00 am",741.363,741363,771401,58.3469,1025.95,21.5,974.5,48.8,659.6
"Oct 18, 10:00 am",775.494,775494,807228,52.2874,1057.97,24.3,1017.6,52,852.6
"Oct 18, 11:00 am",781.576,781576,813618,50.2515,1063.98,26.7,1040.3,53.9,988
"Oct 18, 12:00 pm",779.071,779071,810986,50.1,1062.75,27.7,1049.9,54.7,1055.2
"Oct 18, 01:00 pm",781.322,781322,813350,49.6344,1063.58,28.8,1049.4,54.7,1049.6
"Oct 18, 02:00 pm",785.445,785445,817682,49.3731,1064.69,29.8,1038.3,53.7,971.2
"Oct 18, 03:00 pm",789.741,789741,822198,47.852,1056.82,29,1013.3,51.6,825.7
"Oct 18, 04:00 pm",772.901,772901,804504,46.0317,1014.87,28.1,965.9,48,625.1
"Oct 18, 05:00 pm",686.347,686347,713757,42.9509,875.144,27,873.1,42.1,387.1
"Oct 18, 06:00 pm",271.514,271514,283200,33.0579,335.822,25,637.3,30.1,139.1
"Oct 18, 07:00 pm",0,0,0,21.9,0,21.9,0,0,0
"Oct 18, 08:00 pm",0,0,0,19.3,0,19.3,0,0,0
"Oct 18, 09:00 pm",0,0,0,17,0,17,0,0,0
"Oct 18, 10:00 pm",0,0,0,15.4,0,15.4,0,0,0
"Oct 18, 11:00 pm",0,0,0,14.6,0,14.6,0,0,0
"Oct 19, 12:00 am",0,0,0,12.4,0,12.4,0,0,0
"Oct 19, 01:00 am",0,0,0,11.9,0,11.9,0,0,0
"Oct 19, 02:00 am",0,0,0,11.2,0,11.2,0,0,0
"Oct 19, 03:00 am",0,0,0,10.8,0,10.8,0,0,0
"Oct 19, 04:00 am",0,0,0,10.4,0,10.4,0,0,0
"Oct 19, 05:00 am",0,0,0,9.9,0,9.9,0,0,0
"Oct 19, 06:00 am",0,0,0,9.1,0,9.1,0,0,0
"Oct 19, 07:00 am",370.543,370543,385335,22.6945,436.257,12.5,704.3,33.6,182.2
"Oct 19, 08:00 am",713.634,713634,742332,43.5415,914.988,15.9,900.6,44.3,433.7
"Oct 19, 09:00 am",765.651,765651,796891,53.1479,1037.3,19.3,983.5,50.1,669.4
"Oct 19, 10:00 am",793.611,793611,826265,49.3693,1070.22,22.3,1027,53.7,864.3
"Oct 19, 11:00 am",798.607,798607,831518,47.9417,1077.35,24.8,1050.2,56,1001.3
"Oct 19, 12:00 pm",792.406,792406,824999,49.1413,1077,26.4,1060.3,57.1,1069.5
"Oct 19, 01:00 pm",793.927,793927,826598,48.8114,1077.38,27.7,1059.5,56.9,1063.2
"Oct 19, 02:00 pm",795.94,795940,828714,49.0286,1077.63,28.8,1047.9,55.6,983.2
"Oct 19, 03:00 pm",799.181,799181,832121,47.6544,1068.82,28.2,1022.6,53.1,836
"Oct 19, 04:00 pm",780.502,780502,812488,46.2788,1026.08,27.4,975.1,49.1,633.2
"Oct 19, 05:00 pm",692.605,692606,720308,43.4241,884.951,26.4,882,42.8,393
"Oct 19, 06:00 pm",279.051,279051,290959,32.3679,343.944,24.2,647.5,30.6,142.6
"Oct 19, 07:00 pm",0,0,0,21.3,0,21.3,0,0,0
"Oct 19, 08:00 pm",0,0,0,18.8,0,18.8,0,0,0
"Oct 19, 09:00 pm",0,0,0,16.8,0,16.8,0,0,0
"Oct 19, 10:00 pm",0,0,0,15.5,0,15.5,0,0,0
"Oct 19, 11:00 pm",0,0,0,15,0,15,0,0,0
"Oct 20, 12:00 am",0,0,0,14.2,0,14.2,0,0,0
"Oct 20, 01:00 am",0,0,0,14,0,14,0,0,0
"Oct 20, 02:00 am",0,0,0,13.8,0,13.8,0,0,0
"Oct 20, 03:00 am",0,0,0,13.5,0,13.5,0,0,0
"Oct 20, 04:00 am",0,0,0,13.2,0,13.2,0,0,0
"Oct 20, 05:00 am",0,0,0,12.8,0,12.8,0,0,0
"Oct 20, 06:00 am",0,0,0,11.4,0,11.4,0,0,0
"Oct 20, 07:00 am",376.906,376906,391911,25.1071,447.49,14.5,716.7,33.1,186.6
"Oct 20, 08:00 am",712.373,712373,741010,45.427,920.471,17.7,907.3,43,438
"Oct 20, 09:00 am",770.02,770020,801478,52.4077,1040.29,21,988,48.2,672.9
"Oct 20, 10:00 am",792.048,792048,824622,50.1406,1071.6,24,1030,51.3,866.6
"Oct 20, 11:00 am",794.422,794422,827118,49.3425,1077.86,26.6,1052.3,53.1,1002.5
"Oct 20, 12:00 pm",784.416,784416,816602,51.6245,1076.99,29.3,1061.8,53.9,1069.7
"Oct 20, 01:00 pm",786.72,786720,819023,51.0919,1077.56,30.2,1061.3,53.6,1063.4
"Oct 20, 02:00 pm",789.379,789379,821817,51.1483,1078.03,30.9,1050.2,52.4,983.7
"Oct 20, 03:00 pm",793.362,793362,826004,49.6848,1069.83,30,1025.8,50.2,837.1
"Oct 20, 04:00 pm",776.152,776152,807919,48.2327,1028.5,28.9,979.8,46.7,635.1
"Oct 20, 05:00 pm",691.384,691384,719029,45.324,890.211,27.6,889.8,41,395.6
"Oct 20, 06:00 pm",285.894,285894,298006,31.9631,351.56,24.1,661.9,29.7,145.5
"Oct 20, 07:00 pm",0,0,0,20.9,0,20.9,0,0,0
"Oct 20, 08:00 pm",0,0,0,18.1,0,18.1,0,0,0
"Oct 20, 09:00 pm",0,0,0,15.6,0,15.6,0,0,0
"Oct 20, 10:00 pm",0,0,0,13.8,0,13.8,0,0,0
"Oct 20, 11:00 pm",0,0,0,12.8,0,12.8,0,0,0
"Oct 21, 12:00 am",0,0,0,12,0,12,0,0,0
"Oct 21, 01:00 am",0,0,0,11.4,0,11.4,0,0,0
"Oct 21, 02:00 am",0,0,0,10.7,0,10.7,0,0,0
"Oct 21, 03:00 am",0,0,0,10.2,0,10.2,0,0,0
"Oct 21, 04:00 am",0,0,0,9.7,0,9.7,0,0,0
"Oct 21, 05:00 am",0,0,0,9.1,0,9.1,0,0,0
"Oct 21, 06:00 am",0,0,0,8.4,0,8.4,0,0,0
"Oct 21, 07:00 am",393.743,393743,409321,21.8034,461.559,11.7,736.5,31.8,192
"Oct 21, 08:00 am",722.556,722556,751681,44.3253,929.846,15,919.6,40.7,443.9
"Oct 21, 09:00 am",780.505,780505,812492,50.5934,1046.96,18.2,997.6,45.2,678.6
"Oct 21, 10:00 am",804.29,804290,837494,47.5127,1076.93,21.1,1038.3,47.8,872
"Oct 21, 11:00 am",807.198,807198,840552,46.4437,1082.72,23.5,1060,49.2,1007.6
"Oct 21, 12:00 pm",794.772,794772,827486,49.5009,1082,26.1,1069.5,49.8,1074.8
"Oct 21, 01:00 pm",797.988,797988,830867,48.7598,1082.88,27.3,1068.8,50,1068.6
"Oct 21, 02:00 pm",802.138,802138,835230,48.4307,1083.64,28.3,1057.7,49.4,989
"Oct 21, 03:00 pm",806.326,806326,839635,47.0872,1076.2,27.5,1033.8,47.9,842.5
"Oct 21, 04:00 pm",789.61,789610,822060,45.6564,1035.82,26.6,988.5,45.1,640.4
"Oct 21, 05:00 pm",705.061,705061,733350,42.7916,898.955,25.5,900,40.1,400.4
"Oct 21, 06:00 pm",294.109,294109,306468,31.2979,360.458,23,676.4,29.4,149.1
"Oct 21, 07:00 pm",0,0,0,20,0,20,0,0,0
"Oct 21, 08:00 pm",0,0,0,17.5,0,17.5,0,0,0
"Oct 21, 09:00 pm",0,0,0,15.5,0,15.5,0,0,0
"Oct 21, 10:00 pm",0,0,0,14.3,0,14.3,0,0,0
"Oct 21, 11:00 pm",0,0,0,13.8,0,13.8,0,0,0
"Oct 22, 12:00 am",0,0,0,13.2,0,13.2,0,0,0
"Oct 22, 01:00 am",0,0,0,13,0,13,0,0,0
"Oct 22, 02:00 am",0,0,0,12.7,0,12.7,0,0,0
"Oct 22, 03:00 am",0,0,0,12.5,0,12.5,0,0,0
"Oct 22, 04:00 am",0,0,0,12.1,0,12.1,0,0,0
"Oct 22, 05:00 am",0,0,0,11.8,0,11.8,0,0,0
"Oct 22, 06:00 am",0,0,0,10.6,0,10.6,0,0,0
"Oct 22, 07:00 am",397.804,397804,413522,23.965,469.862,13.9,735.4,33.9,196.1
"Oct 22, 08:00 am",723.799,723799,752984,45.476,935.963,17.2,920.1,44.2,450.1
"Oct 22, 09:00 am",777.191,777191,809010,53.5439,1055.39,20.5,999.6,49.9,687
"Oct 22, 10:00 am",801.662,801662,834729,50.6297,1087.19,23.5,1041.1,53.6,882.3
"Oct 22, 11:00 am",805.951,805951,839240,49.4753,1094.47,26,1063.2,56,1019.4
"Oct 22, 12:00 pm",797.583,797583,830441,51.4395,1094.59,28.2,1072.9,57.3,1087.4
"Oct 22, 01:00 pm",798.653,798653,831566,51.0966,1094.25,29.4,1071.4,57,1079.8
"Oct 22, 02:00 pm",800.475,800475,833482,51.1647,1093.57,30.4,1059.6,55.6,998.3
"Oct 22, 03:00 pm",803.027,803027,836166,49.75,1083.48,29.6,1034.3,53,849.5
"Oct 22, 04:00 pm",785.216,785216,817442,48.0562,1040.13,28.7,987.3,49,645.1
"Oct 22, 05:00 pm",699.145,699145,727155,45.1214,899.782,27.6,896.3,42.8,403.2
"Oct 22, 06:00 pm",294.102,294102,306461,33.2731,362.998,25,669.4,30.9,150.7
"Oct 22, 07:00 pm",0,0,0,21.9,0,21.9,0,0,0
"Oct 22, 08:00 pm",0,0,0,19.2,0,19.2,0,0,0
"Oct 22, 09:00 pm",0,0,0,16.7,0,16.7,0,0,0
"Oct 22, 10:00 pm",0,0,0,14.9,0,14.9,0,0,0
"Oct 22, 11:00 pm",0,0,0,13.9,0,13.9,0,0,0
"Oct 23, 12:00 am",0,0,0,13.5,0,13.5,0,0,0
"Oct 23, 01:00 am",0,0,0,12.9,0,12.9,0,0,0
"Oct 23, 02:00 am",0,0,0,12.3,0,12.3,0,0,0
"Oct 23, 03:00 am",0,0,0,11.8,0,11.8,0,0,0
"Oct 23, 04:00 am",0,0,0,11.3,0,11.3,0,0,0
"Oct 23, 05:00 am",0,0,0,10.7,0,10.7,0,0,0
"Oct 23, 06:00 am",0,0,0,9,0,9,0,0,0
"Oct 23, 07:00 am",403.278,403278,419186,22.8186,474.156,12.4,736.2,33,197.6
"Oct 23, 08:00 am",721.363,721363,750431,44.6493,929.92,15.9,915.9,42.1,448.6
"Oct 23, 09:00 am",778.552,778552,810440,50.8257,1045.69,19.1,993,46.7,682.1
"Oct 23, 10:00 am",800.558,800558,833569,48.3397,1075.75,22,1033.1,49.5,874
"Oct 23, 11:00 am",803.666,803666,836837,47.2957,1081.84,24.4,1054.3,50.9,1008.1
"Oct 23, 12:00 pm",796.584,796584,829390,48.6442,1080.9,25.8,1063.1,51.5,1074
"Oct 23, 01:00 pm",800.554,800554,833565,47.6348,1081.62,26.9,1061.9,52,1067.3
"Oct 23, 02:00 pm",803.985,803985,837173,47.3874,1081.76,27.9,1050.4,51.6,987.8
"Oct 23, 03:00 pm",806.732,806732,840061,46.0828,1072.6,27.5,1025.6,50.1,841.4
"Oct 23, 04:00 pm",787.737,787737,820091,44.9326,1030.6,26.9,979.4,47.1,640
"Oct 23, 05:00 pm",700.839,700839,728929,42.3656,892.269,26.1,889.1,41.9,400.9
"Oct 23, 06:00 pm",295.94,295940,308355,32.2197,363.613,24.1,664.8,30.7,151
"Oct 23, 07:00 pm",0,0,0,21.2,0,21.2,0,0,0
"Oct 23, 08:00 pm",0,0,0,18.7,0,18.7,0,0,0
"Oct 23, 09:00 pm",0,0,0,16.8,0,16.8,0,0,0
"Oct 23, 10:00 pm",0,0,0,15.5,0,15.5,0,0,0
"Oct 23, 11:00 pm",0,0,0,15.1,0,15.1,0,0,0
"Oct 24, 12:00 am",0,0,0,14.3,0,14.3,0,0,0
"Oct 24, 01:00 am",0,0,0,14.1,0,14.1,0,0,0
"Oct 24, 02:00 am",0,0,0,13.9,0,13.9,0,0,0
"Oct 24, 03:00 am",0,0,0,13.5,0,13.5,0,0,0
"Oct 24, 04:00 am",0,0,0,13.2,0,13.2,0,0,0
"Oct 24, 05:00 am",0,0,0,12.7,0,12.7,0,0,0
"Oct 24, 06:00 am",0,0,0,10.5,0,10.5,0,0,0
"Oct 24, 07:00 am",400.548,400548,416361,24.3868,473.564,13.6,715.2,36.8,198.9
"Oct 24, 08:00 am",711.842,711842,740454,47.0923,926.79,16.7,902.7,48.5,451.5
"Oct 24, 09:00 am",777.781,777782,809631,51.6201,1048.23,19.9,984.4,55.4,687.7
"Oct 24, 10:00 am",803.647,803647,836818,48.9898,1082.92,22.8,1027.4,60.2,882.4
"Oct 24, 11:00 am",808.539,808539,841963,48.2195,1092.64,25.3,1050.4,63.5,1019.1
"Oct 24, 12:00 pm",792.809,792809,825422,52.6648,1093.64,29.3,1060.2,65.3,1086.7
"Oct 24, 01:00 pm",796.167,796166,828952,51.8611,1094.39,30.4,1060.2,64.6,1079.9
"Oct 24, 02:00 pm",799.493,799493,832450,51.4358,1093.59,31.3,1049.3,62.5,999.2
"Oct 24, 03:00 pm",801.437,801436,834493,49.9318,1082.31,30.4,1024.4,59,850.9
"Oct 24, 04:00 pm",782.209,782209,814282,48.319,1037.46,29.4,977.2,54,647.1
"Oct 24, 05:00 pm",694.706,694706,722506,45.4478,895.44,28.2,885.2,46.5,405.6
"Oct 24, 06:00 pm",297.978,297978,310455,33.4051,367.585,25.2,657.8,33.1,153.4
"Oct 24, 07:00 pm",0,0,0,22.2,0,22.2,0,0,0
"Oct 24, 08:00 pm",0,0,0,19.5,0,19.5,0,0,0
"Oct 24, 09:00 pm",0,0,0,17.4,0,17.4,0,0,0
"Oct 24, 10:00 pm",0,0,0,16.1,0,16.1,0,0,0
"Oct 24, 11:00 pm",0,0,0,15.4,0,15.4,0,0,0
"Oct 25, 12:00 am",0,0,0,13.5,0,13.5,0,0,0
"Oct 25, 01:00 am",0,0,0,12.9,0,12.9,0,0,0
"Oct 25, 02:00 am",0,0,0,12.3,0,12.3,0,0,0
"Oct 25, 03:00 am",0,0,0,11.9,0,11.9,0,0,0
"Oct 25, 04:00 am",0,0,0,11.5,0,11.5,0,0,0
"Oct 25, 05:00 am",0,0,0,11,0,11,0,0,0
"Oct 25, 06:00 am",0,0,0,8.07375,0.157255,8.9,0,0.2,0.2
"Oct 25, 07:00 am",424.028,424028,440665,23.6436,499.719,12,759.6,34.1,208.4
"Oct 25, 08:00 am",731.694,731694,761261,47.1618,953.304,15.1,937.4,43.2,464.2
"Oct 25, 09:00 am",797.799,797799,830668,50.3557,1070.09,18.4,1014.9,47.8,701.9
"Oct 25, 10:00 am",820.291,820291,854327,47.9262,1100.95,21.5,1055.7,50.4,897.2
"Oct 25, 11:00 am",823.956,823956,858184,47.0226,1108.42,24,1078,51.6,1034.2
"Oct 25, 12:00 pm",808.193,808194,841599,51.1892,1108.41,28,1087.9,51.8,1101.6
"Oct 25, 01:00 pm",812.393,812393,846016,49.9446,1108.26,28.9,1086.1,52,1093.6
"Oct 25, 02:00 pm",816.942,816942,850802,49.1946,1107.6,29.6,1074.3,51.4,1011.8
"Oct 25, 03:00 pm",818.646,818646,852596,48.0451,1097.44,29,1049.3,49.7,862.4
"Oct 25, 04:00 pm",800.378,800378,833380,46.7968,1055.41,28.3,1003.9,46.6,657.5
"Oct 25, 05:00 pm",714.151,714151,742872,44.508,917.356,27.4,915.8,41.4,414.5
"Oct 25, 06:00 pm",313.996,313996,326966,32.2141,385.214,23.6,698,30.7,159.8
"Oct 25, 07:00 pm",0,0,0,20.6,0,20.6,0,0,0
"Oct 25, 08:00 pm",0,0,0,18.1,0,18.1,0,0,0
"Oct 25, 09:00 pm",0,0,0,16.2,0,16.2,0,0,0
"Oct 25, 10:00 pm",0,0,0,14.9,0,14.9,0,0,0
"Oct 25, 11:00 pm",0,0,0,14.5,0,14.5,0,0,0
"Oct 26, 12:00 am",0,0,0,12.7,0,12.7,0,0,0
"Oct 26, 01:00 am",0,0,0,12.5,0,12.5,0,0,0
"Oct 26, 02:00 am",0,0,0,12.2,0,12.2,0,0,0
"Oct 26, 03:00 am",0,0,0,11.7,0,11.7,0,0,0
"Oct 26, 04:00 am",0,0,0,11.2,0,11.2,0,0,0
"Oct 26, 05:00 am",0,0,0,10.6,0,10.6,0,0,0
"Oct 26, 06:00 am",0,0,0,9.44706,0.94353,10.2,0,1.2,1.2
"Oct 26, 07:00 am",420.862,420862,437387,24.5387,497.538,13.4,743.8,35.3,208.2
"Oct 26, 08:00 am",727.552,727552,756918,45.2523,940.819,16.7,920.3,45.5,461.1
"Oct 26, 09:00 am",781.532,781532,813570,52.4703,1057.36,19.9,997.3,51.3,696.2
"Oct 26, 10:00 am",805.262,805262,838515,49.8062,1088.97,22.9,1037.4,55.1,889.3
"Oct 26, 11:00 am",809.265,809265,842726,48.9498,1097.06,25.4,1058.6,57.6,1024.3
"Oct 26, 12:00 pm",797.895,797895,830769,51.7662,1096.81,28.3,1066.9,59,1090.1
"Oct 26, 01:00 pm",802.117,802117,835209,50.5471,1096.87,29.5,1065.7,58.8,1082.3
"Oct 26, 02:00 pm",805.241,805241,838494,49.9637,1095.08,30.4,1053.6,57.5,1000.9
"Oct 26, 03:00 pm",581.914,581914,604689,43.3171,771.465,29.9,379.5,386.8,681.2
"Oct 26, 04:00 pm",388.745,388745,404152,37.8761,501.42,29.3,206.4,294.5,420.4
"Oct 26, 05:00 pm",211.516,211516,221514,32.9448,267.866,28.5,73,195,224.9
"Oct 26, 06:00 pm",307.165,307165,319924,32.3684,376.981,25.1,667.3,32.4,157.3
"Oct 26, 07:00 pm",0,0,0,22.2,0,22.2,0,0,0
"Oct 26, 08:00 pm",0,0,0,19.8,0,19.8,0,0,0
"Oct 26, 09:00 pm",0,0,0,17.7,0,17.7,0,0,0
"Oct 26, 10:00 pm",0,0,0,16.3,0,16.3,0,0,0
"Oct 26, 11:00 pm",0,0,0,15.7,0,15.7,0,0,0
"Oct 27, 12:00 am",0,0,0,14.6,0,14.6,0,0,0
"Oct 27, 01:00 am",0,0,0,14.4,0,14.4,0,0,0
"Oct 27, 02:00 am",0,0,0,14,0,14,0,0,0
"Oct 27, 03:00 am",0,0,0,13.6,0,13.6,0,0,0
"Oct 27, 04:00 am",0,0,0,13.1,0,13.1,0,0,0
"Oct 27, 05:00 am",0,0,0,12.5,0,12.5,0,0,0
"Oct 27, 06:00 am",0,0,0,10.5591,1.72981,11.3,0,2.2,2.2
"Oct 27, 07:00 am",73.8268,73826.8,80496.8,14.9505,91.9835,14.4,0,96.6,96.6
"Oct 27, 08:00 am",228.913,228913,239385,25.6166,282.178,17.5,83.2,205.8,243.6
"Oct 27, 09:00 am",780.561,780561,812551,50.5885,1048.07,20.7,987.2,51.5,692
"Oct 27, 10:00 am",798.944,798944,831872,49.8865,1080.81,23.5,1028.3,55.1,883.8
"Oct 27, 11:00 am",803.917,803917,837102,48.9121,1089.66,25.9,1050.1,57.3,1017.8
"Oct 27, 12:00 pm",791.137,791137,823665,52.294,1089.87,29,1059,58.3,1083.3
"Oct 27, 01:00 pm",794.933,794933,827655,51.2426,1090.12,30.1,1057.7,58.4,1075.7
"Oct 27, 02:00 pm",798.164,798164,831051,50.6386,1088.43,31,1045.7,57.4,995.1
"Oct 27, 03:00 pm",799.3,799300,832246,49.0497,1075.8,30.2,1019.7,55.1,847.8
"Oct 27, 04:00 pm",779.597,779597,811538,47.4356,1030.64,29.2,972.1,51.3,645.9
"Oct 27, 05:00 pm",692.749,692750,720458,44.5138,889.945,28.1,880.3,45,406.8
"Oct 27, 06:00 pm",305.398,305398,318102,33.7846,376.712,25.4,658.3,32.9,157.4
"Oct 27, 07:00 pm",0,0,0,22.3,0,22.3,0,0,0
"Oct 27, 08:00 pm",0,0,0,19.6,0,19.6,0,0,0
"Oct 27, 09:00 pm",0,0,0,17.2,0,17.2,0,0,0
"Oct 27, 10:00 pm",0,0,0,15.5,0,15.5,0,0,0
"Oct 27, 11:00 pm",0,0,0,14.6,0,14.6,0,0,0
"Oct 28, 12:00 am",0,0,0,12.2,0,12.2,0,0,0
"Oct 28, 01:00 am",0,0,0,11.5,0,11.5,0,0,0
"Oct 28, 02:00 am",0,0,0,10.7,0,10.7,0,0,0
"Oct 28, 03:00 am",0,0,0,10.4,0,10.4,0,0,0
"Oct 28, 04:00 am",0,0,0,10,0,10,0,0,0
"Oct 28, 05:00 am",0,0,0,9.5,0,9.5,0,0,0
"Oct 28, 06:00 am",0,0,0,7.64474,2.51608,8.4,0,3.2,3.2
"Oct 28, 07:00 am",75.8413,75841.3,82554.6,12.143,93.3839,11.6,0,98.1,98.1
"Oct 28, 08:00 am",719.22,719220,748184,43.5617,924.08,14.9,896.6,49,458.3
"Oct 28, 09:00 am",776.851,776851,808653,50.5614,1043.08,18.3,976.7,55.7,691.4
"Oct 28, 10:00 am",804.64,804640,837862,47.5443,1078.41,21.4,1019.4,60.2,883.5
"Oct 28, 11:00 am",809.219,809219,842678,47.0502,1088.77,24,1041.8,63.1,1017.7
"Oct 28, 12:00 pm",799.09,799090,832026,49.8682,1090.12,26.3,1051.3,64.6,1083.6
"Oct 28, 01:00 pm",801.27,801270,834318,49.2546,1090.08,27.4,1050.1,64.3,1075.6
"Oct 28, 02:00 pm",803.557,803557,836723,48.7197,1087.4,28.3,1038,62.5,994.7
"Oct 28, 03:00 pm",802.791,802791,835917,47.3406,1073.19,27.6,1011.5,59.4,847.1
"Oct 28, 04:00 pm",780.969,780969,812979,45.8797,1026.15,26.8,963.1,54.6,645.1
"Oct 28, 05:00 pm",691.58,691580,719234,43.086,883.527,25.9,869.7,47.3,406.3
"Oct 28, 06:00 pm",312.944,312944,325881,32.1555,383.383,24,646.2,34.2,157.7
"Oct 28, 07:00 pm",0,0,0,21.1,0,21.1,0,0,0
"Oct 28, 08:00 pm",0,0,0,18.5,0,18.5,0,0,0
"Oct 28, 09:00 pm",0,0,0,16.5,0,16.5,0,0,0
"Oct 28, 10:00 pm",0,0,0,15.2,0,15.2,0,0,0
"Oct 28, 11:00 pm",0,0,0,14.7,0,14.7,0,0,0
"Oct 29, 12:00 am",0,0,0,13.3,0,13.3,0,0,0
"Oct 29, 01:00 am",0,0,0,13.2,0,13.2,0,0,0
"Oct 29, 02:00 am",0,0,0,13,0,13,0,0,0
"Oct 29, 03:00 am",0,0,0,12.7,0,12.7,0,0,0
"Oct 29, 04:00 am",0,0,0,12.4,0,12.4,0,0,0
"Oct 29, 05:00 am",0,0,0,12,0,12,0,0,0
"Oct 29, 06:00 am",0,0,0,9.80131,3.30236,10.5,0,4.2,4.2
"Oct 29, 07:00 am",77.405,77405,84152,14.3392,95.9209,13.7,0,100.4,100.4
"Oct 29, 08:00 am",726.012,726012,755303,41.0346,923.772,17,898,47.4,459.4
"Oct 29, 09:00 am",785.284,785284,817513,47.393,1041.17,20.2,977.2,53.3,691.1
"Oct 29, 10:00 am",802.458,802458,835567,47.4968,1075.36,23.2,1019.1,57,881.8
"Oct 29, 11:00 am",807.256,807256,840613,46.8544,1085.33,25.6,1041.4,59.1,1014.9
"Oct 29, 12:00 pm",792.439,792439,825033,51.0871,1086.42,28.2,1050.9,60,1080.1
"Oct 29, 01:00 pm",792.965,792965,825587,50.9786,1086.35,29.2,1049.5,59.9,1071.9
"Oct 29, 02:00 pm",794.571,794571,827275,50.6743,1083.78,30.1,1037.4,58.6,991.6
"Oct 29, 03:00 pm",794.691,794691,827401,49.0919,1069.9,29.2,1011.3,56,844.9
"Oct 29, 04:00 pm",773.537,773537,805172,47.6472,1023.67,28.2,963.5,51.9,644.3
"Oct 29, 05:00 pm",686.674,686674,714099,44.7875,883.303,27,871.9,45.4,407
"Oct 29, 06:00 pm",311.211,311211,324094,32.2938,381.335,24.5,653.4,33.3,159.7
"Oct 29, 07:00 pm",0,0,0,21.4,0,21.4,0,0,0
"Oct 29, 08:00 pm",0,0,0,18.7,0,18.7,0,0,0
"Oct 29, 09:00 pm",0,0,0,16.2,0,16.2,0,0,0
"Oct 29, 10:00 pm",0,0,0,14.4,0,14.4,0,0,0
"Oct 29, 11:00 pm",0,0,0,13.4,0,13.4,0,0,0
"Oct 30, 12:00 am",0,0,0,11.7,0,11.7,0,0,0
"Oct 30, 01:00 am",0,0,0,11,0,11,0,0,0
"Oct 30, 02:00 am",0,0,0,10.3,0,10.3,0,0,0
"Oct 30, 03:00 am",0,0,0,9.8,0,9.8,0,0,0
"Oct 30, 04:00 am",0,0,0,9.1,0,9.1,0,0,0
"Oct 30, 05:00 am",0,0,0,8.4,0,8.4,0,0,0
"Oct 30, 06:00 am",0,0,0,6.28035,4.01,7,0,5.1,5.1
"Oct 30, 07:00 am",430.227,430227,447086,21.8177,503.195,10.2,718.1,37,211.5
"Oct 30, 08:00 am",722.02,722020,751119,41.0664,918.935,13.4,892.6,47.3,458.8
"Oct 30, 09:00 am",788.123,788123,820497,45.041,1035.29,16.7,970.9,53.3,689
"Oct 30, 10:00 am",808.81,808810,842247,44.2309,1069.96,19.7,1012.7,57.2,878.5
"Oct 30, 11:00 am",813.664,813664,847354,43.6923,1080.36,22.3,1034.7,59.6,1010.7
"Oct 30, 12:00 pm",800.305,800305,833303,47.5649,1081.77,24.3,1044.1,60.7,1075.4
"Oct 30, 01:00 pm",802.599,802599,835715,46.9887,1082.07,25.3,1043.3,60.4,1067.7
"Oct 30, 02:00 pm",805.331,805331,838589,46.358,1079.62,26.1,1031.9,58.8,988.2
"Oct 30, 03:00 pm",804.986,804986,838226,44.8858,1065.78,25.5,1006.5,56,842.6
"Oct 30, 04:00 pm",783.744,783744,815895,43.4516,1020.13,24.7,959.7,51.8,643.3
"Oct 30, 05:00 pm",695.963,695963,723822,40.7287,881.181,23.8,869.6,45.2,407.3
"Oct 30, 06:00 pm",317.366,317366,330441,29.9318,385.198,22.2,655.1,33.2,161.3
"Oct 30, 07:00 pm",0,0,0,19.3,0,19.3,0,0,0
"Oct 30, 08:00 pm",0,0,0,16.8,0,16.8,0,0,0
"Oct 30, 09:00 pm",0,0,0,14.7,0,14.7,0,0,0
"Oct 30, 10:00 pm",0,0,0,13.2,0,13.2,0,0,0
"Oct 30, 11:00 pm",0,0,0,12.6,0,12.6,0,0,0
"Oct 31, 12:00 am",0,0,0,11.4,0,11.4,0,0,0
"Oct 31, 01:00 am",0,0,0,11,0,11,0,0,0
